id,Unnamed: 0,product,brand,meta_brand,image,category_1,category_2,category_3,category_4
777075,0,153 Kretek Rokok 12 Batang,153,,https://c.alfagift.id/product/1/1_A7770750002167_20220523163323732_base.jpg,Lifestyle,Rokok & Korek,,
777076,1,153 Kretek Rokok Filter 12 Batang,153,,https://c.alfagift.id/product/1/1_A7770760002167_20220523163335483_base.jpg,Lifestyle,Rokok & Korek,,
766703,2,169 Beras Super Premium 5 kg,169,,https://c.alfagift.id/product/1/1_A7667030000974_202104121542525450_base.jpg,Kebutuhan Dapur,Bahan Masakan,Beras,
721275,3,5DAYS Croissant Creamy Chocolate 60 g,5DAYS,"croissant, kue croissant coklat, harga roti croissant, macam2 kue kering, aneka roti",https://c.alfagift.id/product/1/A7212750001006_A7212750001006_20190911105356445_base.jpg,Makanan,"Roti, Selai, & Sereal",Roti & Kue,
768462,4,5DAYS Croissant Cheese 60 g,5DAYS,"croissant, kue croissant coklat, harga roti croissant, macam2 kue kering, aneka roti",https://c.alfagift.id/product/1/1_A7684620001073_20210628133221236_base.jpg,Makanan,"Roti, Selai, & Sereal",Roti & Kue,
721276,5,5DAYS Croissant Sweet Mixed Berries 60 g,5DAYS,"croissant, kue croissant coklat, harga roti croissant, macam2 kue kering, aneka roti",https://c.alfagift.id/product/1/A7212760001006_A7212760001006_20190911105356450_base.jpg,Makanan,"Roti, Selai, & Sereal",Roti & Kue,
784471,6,5DAYS Croissant Sweet Pandan Srikaya 60 g,5DAYS,"croissant, kue croissant coklat, harga roti croissant, macam2 kue kering, aneka roti",https://c.alfagift.id/product/1/1_A7844710002167_20221024080643781_base.jpg,Makanan,"Roti, Selai, & Sereal",Roti & Kue,
784495,7,7+ Cereal Bar Yoghurt Berry 22 g,7+,,https://c.alfagift.id/product/1/1_A7844950002167_20240219134733592_base.jpg,Makanan,Makanan Ringan,Biskuit & Crakers,
784494,8,7+ Cereal Bar Cocoa Chia 22 g,7+,,https://c.alfagift.id/product/1/1_A7844940002167_20240219134751743_base.jpg,Makanan,Makanan Ringan,Cokelat,
765390,9,801 Kerupuk Palembang Keriting 75 g,801,,https://c.alfagift.id/product/1/1_A7634210001001_20210307225004300_base.jpg,Makanan,Makanan Ringan,Keripik & Kerupuk,
619361,10,88 Salep Kulit 6 g,88 SALEP,"jual, beli, alfacart, salep kulit, manfaat salep 88, harga salep 88, kandungan salep 88, salep 88 untuk jerawat",https://c.alfagift.id/product/1/1_A11680619361_20200518163511826_base.jpg,Kebutuhan Kesehatan,Obat-Obatan,Obat Jamur & Gatal,
778218,11,A&W Minuman Soda Rasa Sarsaparila Kaleng 250 ml,A&W,"root beer aw, aw sarsaparilla, minuman bersoda",https://c.alfagift.id/product/1/1_A7782180002167_20220620155927937_base.jpg,Minuman,Minuman Ringan,Minuman Karbonasi,
731661,12,A.T.B Biskuit Marie Susu 180 g,A.T.B,"alfamart, alfacart, a.t.b biskuit marie susu, harga biskuit regal",https://c.alfagift.id/product/1/1_A7316610001001_20200219110245597_base.jpg,Makanan,Makanan Ringan,Biskuit & Crakers,
768321,13,AAA Kopi Bubuk Bag 100 g,AAA,"Jual, Beli, AAA, Harga, Diskon, Harga, Diskon, Promo, Alfacart",https://c.alfagift.id/product/1/1_A7683210001073_20210805135215924_base.jpg,Minuman,Minuman Instan,Kopi & Krimer,
26927,14,ABC Saus Tomat 275 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A09600011557_A09600011557_20231107102837829_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,Saus & Sambal
13715,15,ABC Terasi Udang 20 x 3.8 g,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A28120001978_A28120001978_20231107102837819_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,Saus & Sambal
774404,16,ABC Sambal Geprek 10 x 18 g,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A7744040002167_A7744040002167_20231107102837848_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,Saus & Sambal
802637,17,ABC Minuman Soya Chocolate 200 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A8026370002167_20231109161516334_base.jpg,Minuman,Produk Olahan Susu,Susu Cair,
772140,18,ABC Minuman Sari Kacang Hijau 3 x 250 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A7721400002167_20211207103226047_base.jpg,Minuman,Minuman Ringan,Jus & Sari Buah,
14439,19,ABC Squash Delight Sirup Jeruk Florida Botol 450 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A12370002895_A12370002895_20231107102837808_base.jpg,Minuman,Minuman Instan,Sirup,
13921,20,ABC Sardines Saus Ekstra Pedas 155 g,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A11640002229_A11640002229_20231107102837833_base.jpg,Produk Segar & Beku,Makanan Kemasan,Makanan Laut Kemasan,
13797,21,ABC Sardines Saus Cabai 155 g,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A11640002085_A11640002085_20231107102837814_base.jpg,Produk Segar & Beku,Makanan Kemasan,Makanan Laut Kemasan,
788376,22,ABC Sarden Siap Goreng Bumbu Serundeng Kaleng 155 g,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A7883760001042_20221228142341252_base.jpg,Produk Segar & Beku,Makanan Kemasan,Makanan Laut Kemasan,
776516,23,ABC Saus Sambal Asli Pedas Refill 1 kg,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A7765160002167_A7765160002167_20231107102837850_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,Saus & Sambal
791047,24,ABC Jus Sirsak 250 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A7910470002167_A7910470002167_20231107102837804_base.jpg,Minuman,Minuman Ringan,Jus & Sari Buah,
791048,25,ABC Jus Apel 250 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A7910480002167_A7910480002167_20231107102837797_base.jpg,Minuman,Minuman Ringan,Jus & Sari Buah,
791045,26,ABC Minuman Asam Jawa 250 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A7910450002167_A7910450002167_20231107102837806_base.jpg,Minuman,Minuman Ringan,Jus & Sari Buah,
791050,27,ABC Jus Mangga 250 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A7910500002167_A7910500002167_20231107102837802_base.jpg,Minuman,Minuman Ringan,Jus & Sari Buah,
791049,28,ABC Jus Jambu 250 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A7910490002167_A7910490002167_20231107102837799_base.jpg,Minuman,Minuman Ringan,Jus & Sari Buah,
791046,29,ABC Jus Leci 250 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A7910460002167_A7910460002167_20231107102837800_base.jpg,Minuman,Minuman Ringan,Jus & Sari Buah,
791051,30,ABC Jus Jeruk 250 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A7910510002167_A7910510002167_20231107102837794_base.jpg,Minuman,Minuman Ringan,Jus & Sari Buah,
804798,31,ABC Sambal Extreme Pedas Pet 135 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A8047980002167_20240301111818618_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,Saus & Sambal
13922,32,ABC Sardines Saus Ekstra Pedas 425 g,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A11640002230_A11640002230_20231107102837821_base.jpg,Produk Segar & Beku,Makanan Kemasan,Makanan Laut Kemasan,
13920,33,ABC Sardines Saus Cabai 425 g,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A11640002228_A11640002228_20231107102837816_base.jpg,Produk Segar & Beku,Makanan Kemasan,Makanan Laut Kemasan,
13951,34,ABC Sardines Saus Tomat 425 g,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A11640002271_A11640002271_20231107102837781_base.jpg,Produk Segar & Beku,Makanan Kemasan,Makanan Laut Kemasan,
629916,35,ABC Homestyle Sambal Terasi 10 x 18 g,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A09600048666_20240423110818244_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,Saus & Sambal
790543,36,ABC Sarden Siap Goreng Bumbu Serundeng 400 g,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A7905430001048_20230214100640436_base.jpg,Produk Segar & Beku,Makanan Kemasan,Makanan Laut Kemasan,
804799,37,ABC Sambal Extreme Pedas Pet 275 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A8047990002167_20240501084946691_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,Saus & Sambal
14625,38,ABC Minuman Sari Kacang Hijau 250 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A12740003130_20240503091221308_base.jpg,Minuman,Minuman Ringan,Jus & Sari Buah,
15775,39,ABC Sambal Asli Botol 335 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A09600004586_A09600004586_20231107102837789_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,
13712,40,ABC Sambal Asli Botol 135 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A09600001974_20231107133751275_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,
15037,41,ABC Kecap Asin Botol 135 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A09600003636_20231107133712025_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,
776517,42,ABC Sambal Extra Pedas Sachet 950 g,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A7765170002167_A7765170002167_20231107102837852_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,Saus & Sambal
776518,43,ABC Sambal Extra Pedas Pouch 380 g,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A7765180002167_20231107134530222_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,Saus & Sambal
13878,44,ABC Kecap Manis Botol 275 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A09600002183_20231107133417814_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,Kecap
15805,45,ABC Sambal Extra Pedas Botol 335 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A09600004624_A09600004624_20231107102837792_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,
15806,46,ABC Sambal Extra Pedas Botol 135 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A09600004625_20240401133426456_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,
24686,47,ABC Kecap Manis Refill 685 g,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A09600005751_A09600005751_20231107102837831_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,
25187,48,ABC Kecap Manis Botol 135 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A09600006287_20231107133351771_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,
806547,49,ABC Saus Bumbu Kacang Serbaguna 180 g,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A8065470002167_20240213133321885_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,
758363,50,ABC Kecap Inggris Botol 195 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/A7583630001001_A7583630001001_20231107102837817_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,Kecap
25529,51,ABC Sambal Terasi Pouch 180 g,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A09600006893_20240507171440739_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,Saus & Sambal
629915,52,ABC Sambal Extra Pedas Botol 270 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A09600048665_20240510170056520_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,
680133,53,ABC Sambal Asli Botol 270 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A6801330000993_20240510170036681_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,
798927,54,ABC Sambal Gurih Pedas Ringan Pet 135 ml,ABC,"sarden abc 155 gr, sarden kaleng abc, sambal tomat abc, abc kopi susu, abc minuman",https://c.alfagift.id/product/1/1_A7989270002167_20230809142118907_base.jpg,Kebutuhan Dapur,Bahan Masakan,Bumbu & Pelengkap Masakan,Saus & Sambal
53776,55,ABC Alkaline Millenium Power Baterai AAA LR-03 2 pcs,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/A08140041505_A08140041505_20200408000418287_base.jpg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
53781,56,ABC Biru Baterai R-20 2 pcs,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/1_A08140041510_20210506102424888_base.jpeg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
42935,57,ABC Super Power Baterai R-20 2 pcs,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/1_A08140039286_20210211160046182_base.jpg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
53780,58,ABC Super Power Baterai 9 Volt,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/1_A08140041509_20210211160008335_base.jpg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
769344,59,ABC Alkaline Baterai 9V 6LR61,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/1_A7693440002167_20210730135039220_base.jpg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
53777,60,ABC Alkaline Millenium Power Baterai AAA LR-03 4 pcs,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/A08140041506_A08140041506_20200408000418287_base.jpg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
42934,61,ABC Alkaline Millenium Power Baterai AA LR-06 4 pcs,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/A08140039285_A08140039285_20200408000418287_base.jpg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
53782,62,ABC Biru Baterai R-6 4 pcs,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/1_A08140041511_20210506104502580_base.jpg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
53774,63,ABC Super Power Baterai AAA R-03 4 pcs,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/1_A08140041504_20210708120432572_base.jpeg,Lifestyle,Perlengkapan Kantor & Sekolah,Perlengkapan Kantor & Sekolah Lainnya,
53759,64,ABC Super Power Baterai AA R-6 4 pcs,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/1_A08140041498_20210211155940830_base.jpg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
773142,65,ABC Baterai R-03 Biru AAA Lokal 4 pcs,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/1_A7731420002167_20220119172927936_base.jpg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
773146,66,ABC Baterai UM-3 Special Lokal 4 pcs,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/1_A7731460002167_20220121113129691_base.jpg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
773145,67,ABC Baterai UM-3 Super Power Lokal 4 pcs,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/1_A7731450002167_20230602092546197_base.jpg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
773147,68,ABC Baterai R-20 Super Power Lokal 2 pcs,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/1_A7731470002167_20220121113530380_base.jpg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
773143,69,ABC Baterai UM-3 Biru Lokal 4 pcs,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/1_A7731430002167_20220121113206639_base.jpg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
773144,70,ABC Baterai UM-1 Biru Besar Lokal 2 pcs,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/1_A7731440002167_20220121113340357_base.jpg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
53778,71,ABC Alkaline Millenium Power Baterai AA LR-06 2 pcs,ABC Battery,"alfacart, abc baterai, baterai abc besar, baterai abc 12 volt, baterai abc aa, baterai abc kecil, baterai kotak abc,penambah daya",https://c.alfagift.id/product/1/A08140041507_A08140041507_20200408000418287_base.jpg,Kebutuhan Rumah,Perlengkapan Rumah,Senter & Baterai,
780606,72,ABC Kopi Susu Gula Aren 11 x 27 g,ABC Coffee,"Jual, Beli, Acaiberry, ABC, Harga, Harga, Diskon, Promo, Alfacart",https://c.alfagift.id/product/1/A7806060002167_A7806060002167_20230710114316480_base.jpg,Minuman,Minuman Instan,Kopi & Krimer,
14421,73,ABC Kopi Susu Instan 10 x 30 g,ABC Coffee,"Jual, Beli, Acaiberry, ABC, Harga, Harga, Diskon, Promo, Alfacart",https://c.alfagift.id/product/1/A12120002877_A12120002877_20230710114316472_base.jpg,Minuman,Minuman Instan,Kopi & Krimer,
55584,74,ABC Minuman Kopi Susu 200 ml,ABC Coffee,"Jual, Beli, Acaiberry, ABC, Harga, Harga, Diskon, Promo, Alfacart",https://c.alfagift.id/product/1/A12790040866_A12790040866_20230710114316453_base.jpg,Minuman,Minuman Ringan,Teh & Kopi Siap Minum,
27463,75,ABC Minuman Kopi Chocomalt Pet 200 ml,ABC Coffee,"Jual, Beli, Acaiberry, ABC, Harga, Harga, Diskon, Promo, Alfacart",https://c.alfagift.id/product/1/A12790015620_A12790015620_20230710114316490_base.jpg,Minuman,Minuman Ringan,Teh & Kopi Siap Minum,
796757,76,ABC Kopi Rasa Klepon Bag 5 x 25 g,ABC Coffee,"Jual, Beli, Acaiberry, ABC, Harga, Harga, Diskon, Promo, Alfacart",https://c.alfagift.id/product/1/1_A7967570002167_20230626143033114_base.jpg,Minuman,Minuman Instan,Kopi & Krimer,
766637,77,ABC Kopi Bubuk Bali 210 g,ABC Coffee,"Jual, Beli, Acaiberry, ABC, Harga, Harga, Diskon, Promo, Alfacart",https://c.alfagift.id/product/1/1_A7666370001064_20221114154056120_base.jpg,Minuman,Minuman Instan,Kopi & Krimer,
783912,78,Abe Food Thin Crispy Snack Anak Brownies Rocky Chocolate 60 g,Abe Food,,https://c.alfagift.id/product/1/A7839120002167_A7839120002167_20221007140425247_base.jpg,"Kebutuhan Ibu, Bayi, & Anak",Makanan Bayi & Anak,Makanan Bayi & Anak Lainnya,
783911,79,Abe Food Snack Anak Popcorn Sweet Butter 80 g ,Abe Food,,https://c.alfagift.id/product/1/A7839110002167_A7839110002167_20221007140425245_base.jpg,"Kebutuhan Ibu, Bayi, & Anak",Makanan Bayi & Anak,Makanan Bayi & Anak Lainnya,
783909,80,Abe Food Snack Anak Popcorn Caramelo 80 g,Abe Food,,https://c.alfagift.id/product/1/1_A7839090002167_20230719204537702_base.jpg,"Kebutuhan Ibu, Bayi, & Anak",Makanan Bayi & Anak,Makanan Bayi & Anak Lainnya,
783917,81,Abe Food Baenana Snack Anak Banana Chips Honey 70 g,Abe Food,,https://c.alfagift.id/product/1/A7839170002167_A7839170002167_20221007140425256_base.jpg,"Kebutuhan Ibu, Bayi, & Anak",Makanan Bayi & Anak,Makanan Bayi & Anak Lainnya,
783910,82,Abe Food Snack Anak Popcorn Cheese 80 g,Abe Food,,https://c.alfagift.id/product/1/A7839100002167_A7839100002167_20221007140425244_base.jpg,"Kebutuhan Ibu, Bayi, & Anak",Makanan Bayi & Anak,Makanan Bayi & Anak Lainnya,
778943,83,acaraki Golden Sparkling Kunyit Asam Minuman Soda Kaleng 320 ml,acaraki,,https://c.alfagift.id/product/1/1_A7789430002167_20220706135421900_base.jpg,Minuman,Minuman Ringan,Minuman Kesehatan,
754923,84,ACCESS Mild Rokok 16 Batang,ACCESS,,https://c.alfagift.id/product/1/1_A7549230001001_20210915191300032_base.jpg,Lifestyle,Rokok & Korek,,
12285,85,Acnes Creamy Facial Wash Fights Bacteria & Acne Care 50 g,Acnes,"Sabun Jerawat, Sabun Penghilang Jerawat, Sabun Muka Untuk Kulit Berjerawat, Perawatan Kulit Berjerawat, Acnes Point Clear Beli Dimana, Acnes Cream Jerawat",https://c.alfagift.id/product/1/1_A14240000032_20211014100016659_base.jpg,Personal Care,Perawatan Wajah,Pembersih Wajah,
23986,86,Acnes Natural Care Face Wash Complete White 50 g,Acnes,"Sabun Jerawat, Sabun Penghilang Jerawat, Sabun Muka Untuk Kulit Berjerawat, Perawatan Kulit Berjerawat, Acnes Point Clear Beli Dimana, Acnes Cream Jerawat",https://c.alfagift.id/product/1/1_A14240005015_20240327172020833_base.jpg,Personal Care,Perawatan Wajah,Pembersih Wajah,
797014,87,Acnes Sealing Jell Obat Jerawat 9 g,Acnes,"Sabun Jerawat, Sabun Penghilang Jerawat, Sabun Muka Untuk Kulit Berjerawat, Perawatan Kulit Berjerawat, Acnes Point Clear Beli Dimana, Acnes Cream Jerawat",https://c.alfagift.id/product/1/1_A7970140002167_20230718110043704_base.jpg,Personal Care,Perawatan Wajah,Perawatan Wajah Lainnya,
797015,88,Acnes Treatment Series Point Clear,Acnes,"Sabun Jerawat, Sabun Penghilang Jerawat, Sabun Muka Untuk Kulit Berjerawat, Perawatan Kulit Berjerawat, Acnes Point Clear Beli Dimana, Acnes Cream Jerawat",https://c.alfagift.id/product/1/1_A7970150002167_20230718110305666_base.jpg,Personal Care,Perawatan Wajah,Pelembab & Serum Wajah,
797013,89,Acnes Natural Care Face Wash Deep Pore Cleanser 100 g,Acnes,"Sabun Jerawat, Sabun Penghilang Jerawat, Sabun Muka Untuk Kulit Berjerawat, Perawatan Kulit Berjerawat, Acnes Point Clear Beli Dimana, Acnes Cream Jerawat",https://c.alfagift.id/product/1/1_A7970130002167_20230718110203409_base.jpg,Personal Care,Perawatan Wajah,Pembersih Wajah,
797012,90,Acnes Facial Foam Oil Control 100 g,Acnes,"Sabun Jerawat, Sabun Penghilang Jerawat, Sabun Muka Untuk Kulit Berjerawat, Perawatan Kulit Berjerawat, Acnes Point Clear Beli Dimana, Acnes Cream Jerawat",https://c.alfagift.id/product/1/1_A7970120002167_20230718105948309_base.jpg,Personal Care,Perawatan Wajah,Pembersih Wajah,
797011,91,Acnes Natural Care Face Wash Complete White 100 g ,Acnes,"Sabun Jerawat, Sabun Penghilang Jerawat, Sabun Muka Untuk Kulit Berjerawat, Perawatan Kulit Berjerawat, Acnes Point Clear Beli Dimana, Acnes Cream Jerawat",https://c.alfagift.id/product/1/1_A7970110002167_20230718105830717_base.jpg,Personal Care,Perawatan Wajah,Pembersih Wajah,
