id,Unnamed: 0,product,brand,meta_brand,image,category_1,category_2,category_3,category_4
803276,225,Amani Sip Yogurt Mixberry Pouch 120 g,Amani,,https://c.alfagift.id/product/1/1_A8032760002167_20231124171555164_base.jpg,Minuman,Produk Olahan Susu,Yogurt,
803275,226,Amani Sip Yogurt Strawberry Banana Pouch 120 g,Amani,,https://c.alfagift.id/product/1/1_A8032750002167_20231124171441177_base.jpg,Minuman,Produk Olahan Susu,Yogurt,
14219,227,Ambeven Obat Wasir 10 Kapsul,Ambeven,"jual, beli, alfacart, alfamart, Ambeven",https://c.alfagift.id/product/1/_1_1_117266_0_0_base.jpg,Kebutuhan Kesehatan,Obat-Obatan,Obat Mual & Gangguan Pencernaan,
15690,228,ambi pur Premium Clip Pengharum Mobil Aqua 7 ml,ambi pur,"jual, beli, alfacart, alfamart, Ambi Pur",https://c.alfagift.id/product/1/_4_7_470004_0_0_base.jpg,Lifestyle,Perlengkapan Otomotif,Pengharum Mobil,
14483,229,ambi pur Vent Clip Sky Breeze 2 ml,ambi pur,"jual, beli, alfacart, alfamart, Ambi Pur",https://c.alfagift.id/product/1/1_A18300002944_20230925082517567_base.jpg,Lifestyle,Perlengkapan Otomotif,Pengharum Mobil,
756823,230,AMH Jahe Merah Super 5 x 20 g,AMH,,https://c.alfagift.id/product/1/1_A7568230001001_20221117163311097_base.jpg,Minuman,Minuman Instan,Minuman Instan Lainnya,
754936,231,Aming Kopi Bubuk Pontianak 200 g,aming coffee,,https://c.alfagift.id/product/1/1_A7549360001001_20201028142104124_base.jpg,Minuman,Minuman Instan,Kopi & Krimer,
783885,232,AMMELTZ YOKOYOKO Obat Otot Sendi 48 ml,AMMELTZ,"jual, beli, ammeltz yoko yoko, harga yoko yoko, jual ammletz yoko yoko, alfamart, alfacart",https://c.alfagift.id/product/1/1_A7838850002167_20230719203844739_base.jpg,Kebutuhan Kesehatan,Obat-Obatan,Obat-Obatan Lainnya,
769141,233,AMOS 4D Permen Gummy Blocks 72 g,AMOS,,https://c.alfagift.id/product/1/1_A7691410002167_20210722094629960_base.jpg,Makanan,Makanan Ringan,Permen,
769142,234,AMOS 4D Permen Gummy Blocks 40 g,AMOS,,https://c.alfagift.id/product/1/1_A7691420002167_20210722094928248_base.jpg,Makanan,Makanan Ringan,Permen,
794053,235,AMOS 4D 3D + Delicious Permen Gummy Fruits 38 g,AMOS,,https://c.alfagift.id/product/1/1_A7940530002167_20230411155218174_base.jpg,Makanan,Makanan Ringan,Permen,
794054,236,AMOS 4D 3D + Delicious Permen Gummy Fruits 72 g,AMOS,,https://c.alfagift.id/product/1/1_A7940540002167_20230411135454132_base.jpg,Makanan,Makanan Ringan,Permen,
812999,237,AMOS 4D Gummy Robot Permen Jelly Buah-buahan 72 g,AMOS,,https://c.alfagift.id/product/1/1_A8129990002167_20240513140600370_base.jpg,Makanan,Makanan Ringan,Permen,
812998,238,AMOS 4D Gummy Arithmetic Games Permen Jelly Buah-buahan 72 g,AMOS,,https://c.alfagift.id/product/1/1_A8129980002167_20240513141907581_base.jpg,Makanan,Makanan Ringan,Permen,
767277,239,Amunizer Minuman Vitamin C 1000 mg 140 ml,Amunizer,,https://c.alfagift.id/product/1/1_A7672770001131_20211029083232425_base.jpg,Kebutuhan Kesehatan,Vitamin & Suplemen,Suplemen Kesehatan & Kecantikan,
748482,240,Amunizer Minuman Serbuk Vitamin C 1000 mg 4 x 4.5 g,Amunizer,,https://c.alfagift.id/product/1/1_A7484820001001_20201203171453887_base.jpg,Kebutuhan Kesehatan,Vitamin & Suplemen,Vitamin,
776754,241,Anak Ajaib Beras Premium 5 kg,Anak Ajaib,,https://c.alfagift.id/product/1/1_A7767540002167_20240507160555155_base.jpg,Kebutuhan Dapur,Bahan Masakan,Beras,
792833,242,Cap ANAK RAJA Beras Pulen 5 kg,ANAK RAJA,,https://c.alfagift.id/product/1/1_A7928330002167_20231109162915448_base.jpg,Kebutuhan Dapur,Bahan Masakan,Beras,
811382,243,Anak Raja Beras Premium Pulen Wangi 5 Kg,ANAK RAJA,,https://c.alfagift.id/product/1/1_A8113820002167_20240319110451621_base.jpg,Kebutuhan Dapur,Bahan Masakan,Beras,
811383,244,Anak Raja Beras Premium Long Grain 5 kg,ANAK RAJA,,https://c.alfagift.id/product/1/1_A8113830002167_20240319110443504_base.jpg,Kebutuhan Dapur,Bahan Masakan,Beras,
792832,245,Cap ANAK RAJA Beras Pulen Pouch 1 kg,ANAK RAJA,,https://c.alfagift.id/product/1/1_A7928320002167_20230720110400269_base.jpg,Kebutuhan Dapur,Bahan Masakan,Beras,
801017,246,Anchor Milk & Grain Susu Bubuk Sereal Original 350 g,Anchor,,https://c.alfagift.id/product/1/1_A8010170002167_20230927133437956_base.jpg,Minuman,Produk Olahan Susu,Susu Bubuk,
792926,247,Anchor Cheddar Block Cheese Asli New Zealand Box 150 g,Anchor,,https://c.alfagift.id/product/1/1_A7929260000984_20230711171927808_base.jpg,Kebutuhan Dapur,Bahan Roti & Kue,Keju & Mentega,
765249,248,Aneka Snack Krupuk Keong Bawang 100 g,Aneka Snack,,https://c.alfagift.id/product/1/1_A7577980001001_20210125135646432_base.jpg,Makanan,Makanan Ringan,Keripik & Kerupuk,
14500,249,Anget Sari Minuman Serbuk Susu Jahe 5 x 28 g,Anget Sari,"Anget Sari Susu Jahe, Anget Sari Wedang Jahe, Harga Anget Sari Susu Jahe, Minuman Jahe Instan",https://c.alfagift.id/product/1/A12230002967_base.jpg,Minuman,Minuman Instan,Minuman Instan Lainnya,
756058,250,ANGO Kemplang Panggang 10 pcs,ANGO,"jual, beli, kerupuk kemplang, kerupuk bangka, kemplang panggang, jual kerupuk kemplang, plastik kemasan keripik, alfamart, alfacart",https://c.alfagift.id/product/1/1_A7560580001003_20211015093320189_base.jpg,Makanan,Makanan Ringan,Makanan Ringan Lainnya,
805029,251,Angsa Opak Cabe Besar 150 g,ANGSA,"jual, beli, kecap asin cap angsa, kecap cap angsa, kecap asin angsa, alfamart, alfacart",https://c.alfagift.id/product/1/1_A8050290002167_20231215142740824_base.jpg,Makanan,Makanan Ringan,Makanan Ringan Lainnya,
773150,252,ANGSO DUO Salep Ketepeng 6 g,Angso Duo,,https://c.alfagift.id/product/1/1_A7731500002167_20220121114042810_base.jpg,Kebutuhan Kesehatan,Obat-Obatan,Krim & Balsem,
794273,253,Anlene Total 10 Susu Bubuk Nutrisi Dewasa Vanila 400 g - 10 Manfaat Esensial,Anlene,"alfacart, susu anlene untuk remaja, anlene gold, anlene actifit, harga susu anlene, susu anlene, anlene movemax",https://c.alfagift.id/product/1/1_A7942730002167_20230711171955050_base.jpg,Minuman,Produk Olahan Susu,Susu Bubuk,
13415,254,Anlene Actifit 3X Susu Bubuk Dewasa Cokelat 240 g,Anlene,"alfacart, susu anlene untuk remaja, anlene gold, anlene actifit, harga susu anlene, susu anlene, anlene movemax",https://c.alfagift.id/product/1/1_A13070001611_20230711161640391_base.jpg,Minuman,Produk Olahan Susu,Susu Bubuk,
24715,255,Anlene Actifit 3X Susu Bubuk Dewasa Vanila 590 g,Anlene,"alfacart, susu anlene untuk remaja, anlene gold, anlene actifit, harga susu anlene, susu anlene, anlene movemax",https://c.alfagift.id/product/1/1_A13070005785_20230711152030292_base.jpg,Minuman,Produk Olahan Susu,Susu Bubuk,
13158,256,Anlene Gold 5X Susu Bubuk Dewasa Cokelat 240 g,Anlene,"alfacart, susu anlene untuk remaja, anlene gold, anlene actifit, harga susu anlene, susu anlene, anlene movemax",https://c.alfagift.id/product/1/1_A13070001281_20230711161728562_base.jpg,Minuman,Produk Olahan Susu,Susu Bubuk,
13375,257,Anlene Gold 5X Susu Bubuk Dewasa Vanila 240 g,Anlene,"alfacart, susu anlene untuk remaja, anlene gold, anlene actifit, harga susu anlene, susu anlene, anlene movemax",https://c.alfagift.id/product/1/1_A13070001561_20230711160315246_base.jpg,Minuman,Produk Olahan Susu,Susu Bubuk,
770699,258,Anlene Gold 5X Susu Bubuk Dewasa Vanila 170 g,Anlene,"alfacart, susu anlene untuk remaja, anlene gold, anlene actifit, harga susu anlene, susu anlene, anlene movemax",https://c.alfagift.id/product/1/1_A7706990002167_20230711165857841_base.jpg,Minuman,Produk Olahan Susu,Susu Bubuk,
13156,259,Anlene Gold 5X Susu Bubuk Dewasa Original 240 g,Anlene,"alfacart, susu anlene untuk remaja, anlene gold, anlene actifit, harga susu anlene, susu anlene, anlene movemax",https://c.alfagift.id/product/1/1_A13070001279_20230711152830049_base.jpg,Minuman,Produk Olahan Susu,Susu Bubuk,
14512,260,Anlene Gold 5X Susu Bubuk Dewasa Cokelat 600 g,Anlene,"alfacart, susu anlene untuk remaja, anlene gold, anlene actifit, harga susu anlene, susu anlene, anlene movemax",https://c.alfagift.id/product/1/1_A13070002987_20231116100845647_base.jpg,Minuman,Produk Olahan Susu,Susu Bubuk,
13157,261,Anlene Gold 5X Susu Bubuk Dewasa Original 600 g,Anlene,"alfacart, susu anlene untuk remaja, anlene gold, anlene actifit, harga susu anlene, susu anlene, anlene movemax",https://c.alfagift.id/product/1/1_A13070001280_20231116100936368_base.jpg,Minuman,Produk Olahan Susu,Susu Bubuk,
25825,262,Anlene Gold 5X Susu Bubuk Dewasa Vanila 600 g,Anlene,"alfacart, susu anlene untuk remaja, anlene gold, anlene actifit, harga susu anlene, susu anlene, anlene movemax",https://c.alfagift.id/product/1/1_A13070007359_20231116100857939_base.jpg,Minuman,Produk Olahan Susu,Susu Bubuk,
801823,263,Anlene Gold 5X Susu Bubuk Dewasa Cokelat 850 g,Anlene,"alfacart, susu anlene untuk remaja, anlene gold, anlene actifit, harga susu anlene, susu anlene, anlene movemax",https://c.alfagift.id/product/1/1_A8018230002167_20231116100921748_base.jpg,Minuman,Produk Olahan Susu,Susu Bubuk,
801824,264,Anlene Gold 5X Susu Bubuk Dewasa Original 850 g,Anlene,"alfacart, susu anlene untuk remaja, anlene gold, anlene actifit, harga susu anlene, susu anlene, anlene movemax",https://c.alfagift.id/product/1/1_A8018240002167_20240426100311636_base.jpg,Minuman,Produk Olahan Susu,Susu Bubuk,
801825,265,Anlene Gold 5X Susu Bubuk Dewasa Vanila 850 g,Anlene,"alfacart, susu anlene untuk remaja, anlene gold, anlene actifit, harga susu anlene, susu anlene, anlene movemax",https://c.alfagift.id/product/1/1_A8018250002167_20240426100320748_base.jpg,Minuman,Produk Olahan Susu,Susu Bubuk,
13247,266,Anmum Materna Susu Bubuk Cokelat 400 g - Susu Ibu Hamil,Anmum,"usu anmum materna, susu ibu hamil anmum, susu ibu hamil anmum, anmum lacta plain",https://c.alfagift.id/product/1/1_A26420001398_20230714152321090_base.jpg,Kebutuhan Ibu & Anak,Susu Ibu Hamil & Menyusui,,
12467,267,Anmum Materna Susu Bubuk Ibu Hamil Cokelat 200 g,Anmum,"usu anmum materna, susu ibu hamil anmum, susu ibu hamil anmum, anmum lacta plain",https://c.alfagift.id/product/1/1_A26420000279_20230714152653643_base.jpg,Kebutuhan Ibu & Anak,Susu Ibu Hamil & Menyusui,,
737164,268,Anmum Materna Susu Bubuk Ibu Hamil Strawberi White Chocolate 400 g,Anmum,"usu anmum materna, susu ibu hamil anmum, susu ibu hamil anmum, anmum lacta plain",https://c.alfagift.id/product/1/1_A7371640001001_20230711170650161_base.jpg,Kebutuhan Ibu & Anak,Susu Ibu Hamil & Menyusui,,
779116,269,Anmum Materna Susu Bubuk Ibu Hamil Vanila 400 g,Anmum,"usu anmum materna, susu ibu hamil anmum, susu ibu hamil anmum, anmum lacta plain",https://c.alfagift.id/product/1/1_A7791160002167_20220915115711811_base.jpg,Kebutuhan Ibu & Anak,Susu Ibu Hamil & Menyusui,,
776746,270,Antam Emas Edisi Birthday 0.1 g,Antam,,https://c.alfagift.id/product/1/1_A7767460002167_20220505105412608_base.jpg,Lifestyle,Mainan & Hiburan,Mainan & Hiburan Lainnya,
776745,271,Antam Emas Edisi Thank you 0.1 g,Antam,,https://c.alfagift.id/product/1/1_A7767450002167_20220505105435885_base.jpg,Lifestyle,Mainan & Hiburan,Mainan & Hiburan Lainnya,
776743,272,Antam Emas Edisi Premium 0.1 g,Antam,,https://c.alfagift.id/product/1/1_A7767430002167_20220505105438307_base.jpg,Lifestyle,Mainan & Hiburan,Mainan & Hiburan Lainnya,
776744,273,Antam Emas Edisi Wedding 0.1 g,Antam,,https://c.alfagift.id/product/1/1_A7767440002167_20220505105436797_base.jpg,Lifestyle,Mainan & Hiburan,Mainan & Hiburan Lainnya,
24216,274,Antangin JRG Obat Masuk Angin 4 Tablet,Antangin,"Permen Antangin, Produk Antangin, Antangin Jrg Tablet, Permen Herbal",https://c.alfagift.id/product/1/1_A17050005255_20211029101116777_base.jpg,Kebutuhan Kesehatan,Obat-Obatan,Obat Herbal & Panas Dalam,
14660,275,Antangin Mint Cair Herbal Masuk Angin 15 ml,Antangin,"Permen Antangin, Produk Antangin, Antangin Jrg Tablet, Permen Herbal",https://c.alfagift.id/product/1/1_A17050003180_20201215134151588_base.jpg,Kebutuhan Kesehatan,Obat-Obatan,Obat Herbal & Panas Dalam,
361359,276,Antangin JRG Cair Herbal Masuk Angin 5 x 15 ml,Antangin,"Permen Antangin, Produk Antangin, Antangin Jrg Tablet, Permen Herbal",https://c.alfagift.id/product/1/1_A17050073242_20211029105837567_base.jpg,Kebutuhan Kesehatan,Obat-Obatan,Obat Herbal & Panas Dalam,
14531,277,Antangin JRG Cair Herbal Masuk Angin 15 ml,Antangin,"Permen Antangin, Produk Antangin, Antangin Jrg Tablet, Permen Herbal",https://c.alfagift.id/product/1/1_A17180003024_20211029100028385_base.jpg,Kebutuhan Kesehatan,Obat-Obatan,Obat Herbal & Panas Dalam,
768310,278,Antangin Habbatussauda Herbal Cair Sachet 5 x 15 ml,Antangin,"Permen Antangin, Produk Antangin, Antangin Jrg Tablet, Permen Herbal",https://c.alfagift.id/product/1/1_A7683100001073_20210616140312850_base.jpg,Kebutuhan Kesehatan,Obat-Obatan,Obat Herbal & Panas Dalam,
784260,279,Antangin Good Night Herbal - Memperbaiki Kualitas Tidur 4 Tablet,Antangin,"Permen Antangin, Produk Antangin, Antangin Jrg Tablet, Permen Herbal",https://c.alfagift.id/product/1/1_A7842600002167_20230719211243818_base.png,Kebutuhan Kesehatan,Obat-Obatan,Obat Herbal & Panas Dalam,
784259,280,Antangin Junior Herbal Cair Masuk Angin 5 Sachet ,Antangin,"Permen Antangin, Produk Antangin, Antangin Jrg Tablet, Permen Herbal",https://c.alfagift.id/product/1/1_A7842590002167_20230719211043850_base.png,Kebutuhan Kesehatan,Obat-Obatan,Obat Herbal & Panas Dalam,
805547,281,"Antangin Herbal Permen Ginger, Mint, Honey Flavors Bag 100 g",Antangin,"Permen Antangin, Produk Antangin, Antangin Jrg Tablet, Permen Herbal",https://c.alfagift.id/product/1/1_A8055470002167_20240104105914653_base.jpg,Makanan,Makanan Ringan,Permen,
14670,282,ANTIMO Obat Mual Muntah Mabuk Perjalanan 10 Tablet,ANTIMO,"alfacart, antimo, antimo anak, antimo tablet, antimo obat tidur, harga antimo, alfamart",https://c.alfagift.id/product/1/_5_1_5147_0_0_base.jpg,Kebutuhan Kesehatan,Obat-Obatan,Obat Mual & Gangguan Pencernaan,
705920,283,ANTIS Pembersih Tangan Spray Jasmine Tea 55 ml,ANTIS,"alfamart, alfacart, crown baby care, perlengkapan bayi, peralatan bayi",https://c.alfagift.id/product/1/1_A7059200001114_20200904180350178_base.jpg,Kebutuhan Kesehatan,Produk Higienis,Hand Sanitizer,
178786,284,ANTIS Pembersih Tangan Spray Jeruk Nipis 55 ml,ANTIS,"alfamart, alfacart, crown baby care, perlengkapan bayi, peralatan bayi",https://c.alfagift.id/product/1/1_A16530807799_20211028153633096_base.jpg,Kebutuhan Kesehatan,Produk Higienis,Hand Sanitizer,
784028,285,Anytime Duckbill Protective 3D Mask 4 ply Earloop 7 pcs,Anytime,"jual, beli, alfacart, harga masker anytime, masker wajah, masker hidung, masker motor, masker anak",https://c.alfagift.id/product/1/1_A7840280002167_20221011101152491_base.jpg,Kebutuhan Kesehatan,Alat Kesehatan,Masker Kesehatan,
789884,286,Aoka Roti Gulung Keju 60 g,Aoka,,https://c.alfagift.id/product/1/1_A7898840002167_20240314155514285_base.jpg,Makanan,"Roti, Selai, & Sereal",Roti & Kue,
789881,287,Aoka Roti Cokelat 65 g,Aoka,,https://c.alfagift.id/product/1/1_A7898810002167_20240314155442499_base.jpg,Makanan,"Roti, Selai, & Sereal",Roti & Kue,
789883,288,Aoka Roti Keju 65 g,Aoka,,https://c.alfagift.id/product/1/1_A7898830002167_20240314155450039_base.jpg,Makanan,"Roti, Selai, & Sereal",Roti & Kue,
789882,289,Aoka Roti Susu Vanila 65 g,Aoka,,https://c.alfagift.id/product/1/1_A7898820002167_20240314155510525_base.jpg,Makanan,"Roti, Selai, & Sereal",Roti & Kue,
391812,290,Apolo MSZ Mainan Die-Cast Metal Pullback Assorted,APOLLO,"jual, beli, mainan bayi, jual mainan anak, mainan anak perempuan, harga mainan anak, maianan bayi, mainan anak murah, mainan edukasi, alfamart, alfacart",https://c.alfagift.id/product/1/_02Mar17b_A18040042156_1_0_base.jpg,"Alat Tulis, Hiburan, & Otomotif",Mainan & Hiburan,Mainan & Sticker,
773169,291,APOLLO Wafer Krim Susu 12 x 12 g,APOLLO,"jual, beli, mainan bayi, jual mainan anak, mainan anak perempuan, harga mainan anak, maianan bayi, mainan anak murah, mainan edukasi, alfamart, alfacart",https://c.alfagift.id/product/1/1_A7731690002167_20220119173000575_base.jpg,Makanan,Makanan Ringan,Wafer & Snackbar,
792482,292,APOLLO Roka Wafer Ball Chocolate 50 pcs,APOLLO,"jual, beli, mainan bayi, jual mainan anak, mainan anak perempuan, harga mainan anak, maianan bayi, mainan anak murah, mainan edukasi, alfamart, alfacart",https://c.alfagift.id/product/1/1_A7924820002167_20240102102644593_base.jpg,Makanan,Makanan Ringan,Cokelat,
778975,293,Apolo Flocky Friends Mainan Anak Assorted,Apolo,,https://c.alfagift.id/product/1/1_A7789750002167_20220707143119165_base.jpg,"Alat Tulis, Hiburan, & Otomotif",Mainan & Hiburan,Mainan & Sticker,
788909,294,Apolo Heavy Machinery,Apolo,,https://c.alfagift.id/product/1/1_A7889090002167_20230110155423137_base.jpg,"Alat Tulis, Hiburan, & Otomotif",Mainan & Hiburan,Mainan & Sticker,
799256,295,Apolo Locket Life,Apolo,,https://c.alfagift.id/product/1/1_A7992560002167_20230824141710262_base.jpg,Lifestyle,Mainan & Hiburan,Mainan & Sticker,
796124,296,apolo Wobble Wobble Mainan Anak Assorted,Apolo,,https://c.alfagift.id/product/1/1_A7961240002167_20230606161805176_base.jpeg,Lifestyle,Mainan & Hiburan,Mainan & Hiburan Lainnya,
800448,297,Apolo Balon Quu Mainan Anak Assorted,Apolo,,https://c.alfagift.id/product/1/1_A8004480002167_20230918070633088_base.jpg,Lifestyle,Mainan & Hiburan,Mainan & Sticker,
785302,298,Apolo Bibielf Mainan Anak Assorted,Apolo,,https://c.alfagift.id/product/1/1_A7853020002167_20221109141850591_base.jpg,"Alat Tulis, Hiburan, & Otomotif",Mainan & Hiburan,Mainan & Sticker,
14722,299,AQUA Air Mineral 330 ml,AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A12460003259_20230623143553229_base.jpg,Minuman,Minuman Ringan,Air Mineral,
25240,300,AQUA Air Mineral Sport Cap 750 ml,AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A12460006371_20230623144251818_base.jpg,Minuman,Minuman Ringan,Air Mineral,
727968,301,AQUA Galon Air Mineral (Kosong) 19 L,AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A7279680001073_20230814134036750_base.jpg,Minuman,Minuman Ringan,Air Mineral,
755522,302,AQUA Air Mineral Galon (Refill) 19 L,AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A7555220001073_20230623144809971_base.jpg,Minuman,Minuman Ringan,Air Mineral,
14723,303,AQUA Air Mineral 600 ml,AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A12460003260_20230623143944855_base.jpg,Minuman,Minuman Ringan,Air Mineral,
741937,304,AQUA Life Air Mineral 1.1 L,AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A7419370001953_20230530145319273_base.jpg,Minuman,Minuman Ringan,Air Mineral,
14721,305,AQUA Air Mineral 1.5 L,AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A12460003258_20230623144537816_base.jpg,Minuman,Minuman Ringan,Air Mineral,
787151,306,AQUA Air Mineral Cube 220 ml Karton,AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A7871510002167_20230623151239762_base.jpg,Minuman,Minuman Ringan,Air Mineral,
13281,307,AQUA Air Mineral Cup 220 ml Karton,AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A12460001441_20230701054148889_base.jpg,Minuman,Minuman Ringan,Air Mineral,
765340,308,AQUA Air Mineral Galon (Refill) 19 L - Medan (F),AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A7652700001073_20210304031031174_base.png,Minuman,Minuman Ringan,Air Mineral,
765341,309,AQUA Air Mineral Galon (Refill) 19 L - Medan (G),AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A7652710001073_20210304031031174_base.png,Minuman,Minuman Ringan,Air Mineral,
768141,310,AQUA Galon Air Mineral (Kosong) 19 L,AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A7681410001073_20211123141054367_base.jpg,Minuman,Minuman Ringan,Air Mineral,
765342,311,AQUA Air Mineral Galon (Refill) 19 L - Medan (H),AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A7652720001073_20210304031031174_base.png,Minuman,Minuman Ringan,Air Mineral,
765344,312,AQUA Air Mineral Galon (Refill) 19 L - Medan (I),AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A7652730001073_20210304031031174_base.png,Minuman,Minuman Ringan,Air Mineral,
765334,313,"AQUA Air Mineral Galon (Refill) 19 L - Manado, Palembang, Medan (C)",AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A7652670001073_20210304031031174_base.png,Minuman,Minuman Ringan,Air Mineral,
765337,314,"AQUA Air Mineral Galon (Refill) 19 L - Palembang, Medan (D)",AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A7652680001073_20210304031031174_base.png,Minuman,Minuman Ringan,Air Mineral,
765339,315,"AQUA Air Mineral Galon (Refill) 19 L - Palembang, Medan (E)",AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A7652690001073_20210304031031174_base.png,Minuman,Minuman Ringan,Air Mineral,
758240,316,AQUA Air Mineral Galon (Refill) 19 L (B),AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A7582400001073_20201126105755629_base.jpg,Minuman,Minuman Ringan,Air Mineral,
765333,317,AQUA Air Mineral Galon (Refill) 19 L (A),AQUA,"harga aqua di alfamart, jual aqua karton, promo aqua, beli aqua gallon, alfacart",https://c.alfagift.id/product/1/1_A7652650001073_20210304031031173_base.png,Minuman,Minuman Ringan,Air Mineral,
727904,318,ARIRANG Mie Instan Korea Soup Bone Marrow 110 g,Arirang,"jual, beli, mie korea, mie instan korea, mie ramen instan, alfamart, alfacart",https://c.alfagift.id/product/1/1_A7279040001001_20230721135727450_base.jpg,Makanan,Makanan Instan,Mie & Bihun Instan,
795237,319,ARIRANG Bulgogi Rice Vermicelli Bihun Instan Goreng Bulgogi Sapi 70 g,Arirang,"jual, beli, mie korea, mie instan korea, mie ramen instan, alfamart, alfacart",https://c.alfagift.id/product/1/1_A7952370002167_20230718150701675_base.jpg,Makanan,Makanan Instan,Mie & Bihun Instan,
795241,320,ARIRANG Tasty Chicken Mie Instan Korea Goreng Ayam 130 g,Arirang,"jual, beli, mie korea, mie instan korea, mie ramen instan, alfamart, alfacart",https://c.alfagift.id/product/1/1_A7952410002167_20230718150454926_base.jpg,Makanan,Makanan Instan,Mie & Bihun Instan,
795239,321,ARIRANG Bone Marrow Rice Noodle Kwetiau Instan Kuah Sumsum 70 g,Arirang,"jual, beli, mie korea, mie instan korea, mie ramen instan, alfamart, alfacart",https://c.alfagift.id/product/1/1_A7952390002167_20230718150336082_base.jpg,Makanan,Makanan Instan,Mie & Bihun Instan,
795240,322,ARIRANG Extra Hot Mie Instan Goreng Pedas 130 g,Arirang,"jual, beli, mie korea, mie instan korea, mie ramen instan, alfamart, alfacart",https://c.alfagift.id/product/1/1_A7952400002167_20230718150224902_base.jpg,Makanan,Makanan Instan,Mie & Bihun Instan,
795238,323,ARIRANG Curry Rice Vermicelli Bihun Instan Kuah Kari 73 g,Arirang,"jual, beli, mie korea, mie instan korea, mie ramen instan, alfamart, alfacart",https://c.alfagift.id/product/1/1_A7952380002167_20230718150609271_base.jpg,Makanan,Makanan Instan,Mie & Bihun Instan,
768655,324,Ariul 7 Days Mask Lemon +C 23 ml,Ariul,,https://c.alfagift.id/product/1/1_A7686550001073_20210628113005338_base.jpg,Personal Care,Perawatan Wajah,Masker Wajah,
783891,325,Ariul Mask Duo 7 Days 2 in 1 Acne Care 10 ml ,Ariul,,https://c.alfagift.id/product/1/A7838910002167_A7838910002167_20221005091449532_base.jpg,Personal Care,Perawatan Wajah,Masker Wajah,
783886,326,Ariul Mask Duo 7 Days 2 in 1 Acne Care 10 ml ,Ariul,,https://c.alfagift.id/product/1/A7838860002167_A7838860002167_20221005091449532_base.jpg,Personal Care,Perawatan Wajah,Masker Wajah,
758367,327,Ariul Hand Essence Cream Sweet Candy 30 g,Ariul,,https://c.alfagift.id/product/1/1_A7583670001001_20201203154539125_base.jpg,Personal Care,Perawatan Tubuh,Pelembab,
768657,328,Ariul 7 Days Mask Aloe Vera + H 23 ml,Ariul,,https://c.alfagift.id/product/1/1_A7686570001073_20210628114036436_base.jpg,Personal Care,Perawatan Wajah,Masker Wajah,
768656,329,Ariul 7 Days Sheet Mask Tea Tree +M 23 ml,Ariul,,https://c.alfagift.id/product/1/1_A7686560001073_20210628113528116_base.jpg,Personal Care,Perawatan Wajah,Masker Wajah,
771123,330,Ariul 7 DAYS Sheet Mask Lotus + Niacinamide 23 ml,Ariul,,https://c.alfagift.id/product/1/1_A7711230002167_20211022143757367_base.jpg,Personal Care,Perawatan Wajah,Masker Wajah,
780517,331,Arla Organic Full Cream UHT Milk 200 g,Arla,,https://c.alfagift.id/product/1/1_A7805170002167_20230801092110744_base.jpg,Minuman,Produk Olahan Susu,Susu Cair,
